month,product,sales_amount
2024-01,Product_C,3913.83
2024-02,Product_E,8894.94
2024-05,Product_E,1190.33
2024-07,Product_C,9665.8
2024-09,Product_D,9776.7
2024-04,Product_D,5430.58
2024-01,Product_B,5628.65
2024-01,Product_B,4278.78
2024-07,Product_A,8494.68
2024-05,Product_B,7923.62
2024-01,Product_D,3349.57
2024-03,Product_C,9769.49
2024-01,Product_B,4034.12
2024-07,Product_A,2653.87
2024-06,Product_D,6198.41
2024-01,Product_A,3956.85
2024-08,Product_C,2629.95
2024-04,Product_E,1431.6
2024-07,Product_D,8228.45
2024-07,Product_E,5749.31
2024-03,Product_D,7022.46
2024-02,Product_D,5622.11
2024-03,Product_D,4103.32
2024-05,Product_D,3763.83
2024-01,Product_B,8582.04
2024-04,Product_C,3830.77
2024-02,Product_B,7801.33
2024-06,Product_D,9763.98
2024-07,Product_A,3128.34
2024-07,Product_E,2820.13
2024-05,Product_A,3649.95
2024-05,Product_C,1415.5
2024-04,Product_D,1668.99
2024-08,Product_B,9315.08
2024-07,Product_D,9134.78
2024-03,Product_B,7344.08
2024-07,Product_C,4831.4
2024-04,Product_C,9422.86
2024-07,Product_A,1097.23
2024-06,Product_C,1182.03
2024-06,Product_E,9435.32
2024-05,Product_C,2323.17
2024-05,Product_C,5393.23
2024-06,Product_C,3002.64
2024-04,Product_A,4648.42
2024-03,Product_D,4766.33
2024-08,Product_E,7210.0
2024-04,Product_D,6226.19
2024-04,Product_C,4217.65
2024-07,Product_B,8395.37
2024-07,Product_D,4700.17
2024-08,Product_A,7610.28
2024-01,Product_C,4041.0
2024-05,Product_B,2073.03
2024-07,Product_B,9475.52
2024-05,Product_A,4197.23
2024-04,Product_B,3803.6
2024-06,Product_B,9740.14
2024-01,Product_D,5613.75
2024-02,Product_D,4993.88
2024-07,Product_A,4663.72
2024-05,Product_E,5348.75
2024-02,Product_C,7461.09
2024-03,Product_A,4046.5
2024-04,Product_B,3042.3
2024-06,Product_E,3517.26
2024-03,Product_A,4343.84
2024-04,Product_A,5562.74
2024-08,Product_A,1503.1
2024-03,Product_E,5632.92
2024-06,Product_A,2606.18
2024-08,Product_D,2756.26
2024-08,Product_E,4786.44
2024-05,Product_A,8703.62
2024-05,Product_A,5293.2
2024-02,Product_D,9537.17
2024-03,Product_C,6256.8
2024-07,Product_B,3604.72
2024-06,Product_A,8266.43
2024-01,Product_E,9371.56
2024-07,Product_B,7725.46
2024-08,Product_A,9934.03
2024-01,Product_D,6122.76
2024-02,Product_D,8574.12
2024-07,Product_E,9502.97
2024-02,Product_B,9770.04
2024-04,Product_E,7327.75
2024-01,Product_E,1002.06
2024-04,Product_A,3650.26
2024-08,Product_B,3606.59
2024-04,Product_B,3318.72
2024-07,Product_B,4742.54
2024-05,Product_E,4462.56
2024-03,Product_A,5048.66
2024-06,Product_B,1575.18
2024-07,Product_D,5512.71
2024-05,Product_C,7570.5
2024-01,Product_D,2066.49
2024-02,Product_C,8944.83
2024-06,Product_A,4006.76
2024-03,Product_A,2858.88
2024-08,Product_C,1153.14
2024-06,Product_B,1666.95
2024-05,Product_B,8788.02
2024-06,Product_E,8308.59
2024-07,Product_C,1640.1
2024-08,Product_E,3749.69
2024-05,Product_E,8745.68
2024-08,Product_C,8288.95
2024-01,Product_C,9139.1
2024-06,Product_B,8283.52
2024-04,Product_E,9181.28
2024-05,Product_A,9523.63
2024-03,Product_E,8110.78
2024-01,Product_C,8150.35
2024-03,Product_D,7860.35
2024-08,Product_C,2140.61
2024-08,Product_A,7011.83
2024-04,Product_C,6446.66
2024-01,Product_A,7434.05
2024-07,Product_E,8984.62
2024-07,Product_C,3218.7
2024-04,Product_E,4348.74
2024-02,Product_D,5697.79
2024-04,Product_C,2130.16
2024-02,Product_A,4445.64
2024-06,Product_A,6242.33
2024-04,Product_B,7740.36
2024-05,Product_A,3581.52
2024-02,Product_B,2825.39
2024-07,Product_B,8783.21
2024-01,Product_A,4314.11
2024-08,Product_A,7689.98
2024-01,Product_A,3024.64
2024-04,Product_B,3127.25
2024-06,Product_B,2537.03
2024-01,Product_D,5535.19
2024-08,Product_A,5466.38
2024-07,Product_B,1519.79
2024-02,Product_D,3946.48
2024-05,Product_C,9423.99
2024-06,Product_B,4149.85
2024-02,Product_B,2679.41
2024-06,Product_E,7764.65
2024-04,Product_E,1163.81
2024-03,Product_D,6610.33
2024-05,Product_A,1639.79
2024-04,Product_E,1122.51
2024-02,Product_E,1038.97
2024-04,Product_B,9665.78
2024-01,Product_B,7935.86
2024-04,Product_B,3838.33
2024-08,Product_E,7221.75
2024-04,Product_B,3837.37
2024-02,Product_E,1369.72
2024-01,Product_E,1849.83
2024-02,Product_E,9096.44
2024-02,Product_B,5653.64
2024-08,Product_D,7412.56
2024-06,Product_B,5635.85
2024-07,Product_A,1807.15
2024-07,Product_C,7113.04
2024-01,Product_A,2444.36
2024-03,Product_A,6563.57
2024-03,Product_A,3720.84
2024-05,Product_A,1553.1
2024-02,Product_B,6689.71
2024-03,Product_C,1971.23
2024-08,Product_A,3478.16
2024-08,Product_C,3427.7
2024-07,Product_B,7524.29
2024-08,Product_B,1741.95
2024-05,Product_C,5957.53
2024-03,Product_E,2918.8
2024-06,Product_C,6061.18
2024-09,Product_B,3334.47
2024-04,Product_A,1764.28
2024-07,Product_C,8204.55
2024-01,Product_E,8698.8
2024-06,Product_C,8749.18
2024-04,Product_D,6925.88
2024-05,Product_E,5221.17
2024-02,Product_B,8709.73
2024-07,Product_D,5573.41
2024-06,Product_C,3640.98
2024-04,Product_A,5817.22
2024-04,Product_B,7127.14
2024-05,Product_C,6877.45
2024-03,Product_B,4275.51
2024-02,Product_A,1190.94
2024-06,Product_B,9369.5
2024-04,Product_A,5779.52
2024-08,Product_B,6482.58
2024-08,Product_A,2565.3
2024-02,Product_E,1568.14
2024-01,Product_A,4675.81
2024-01,Product_A,6560.83
2024-02,Product_B,5822.04
2024-02,Product_B,1008.97
2024-06,Product_A,3378.4
2024-04,Product_C,4600.79
2024-01,Product_A,4810.58
2024-05,Product_D,4004.36
2024-03,Product_D,3105.93
2024-08,Product_C,7606.48
2024-03,Product_E,4711.83
2024-01,Product_B,9196.1
2024-05,Product_E,9750.37
2024-02,Product_B,4534.8
2024-06,Product_B,9328.19
2024-03,Product_D,1736.26
2024-07,Product_B,1404.25
2024-08,Product_A,4613.01
2024-04,Product_B,2157.74
2024-01,Product_C,1748.64
2024-05,Product_D,7477.05
2024-06,Product_A,5737.06
2024-07,Product_B,9186.59
2024-02,Product_B,3560.56
2024-04,Product_D,7500.98
2024-05,Product_C,1389.39
2024-03,Product_A,7480.67
2024-08,Product_D,1743.98
2024-08,Product_C,4240.35
2024-08,Product_B,9790.28
2024-07,Product_D,8289.48
2024-06,Product_A,6276.6
2024-03,Product_C,2253.06
2024-05,Product_A,5223.27
2024-03,Product_A,1575.31
2024-01,Product_D,5868.76
2024-01,Product_A,9877.51
2024-04,Product_D,3959.04
2024-08,Product_C,5450.61
2024-07,Product_B,2667.04
2024-08,Product_B,1488.18
2024-06,Product_C,5188.17
2024-02,Product_B,2368.3
2024-03,Product_E,8099.71
2024-07,Product_A,4445.72
2024-03,Product_A,7220.3
2024-01,Product_D,8101.96
2024-03,Product_D,9003.67
2024-05,Product_D,2547.39
2024-06,Product_E,2172.65
2024-08,Product_C,8895.92
2024-03,Product_A,7884.9
2024-08,Product_B,1305.83
2024-04,Product_D,7300.68
2024-09,Product_E,4312.44
2024-08,Product_C,3202.78
2024-06,Product_A,9536.76
2024-03,Product_E,4014.21
2024-03,Product_A,1255.01
2024-07,Product_A,9162.43
2024-04,Product_C,8560.55
2024-07,Product_B,5007.34
2024-07,Product_E,3494.43
2024-05,Product_B,4497.61
2024-05,Product_D,6536.26
2024-03,Product_E,4539.4
2024-04,Product_E,9094.58
2024-08,Product_C,8657.35
2024-01,Product_C,5280.08
2024-08,Product_A,5666.35
2024-05,Product_B,5242.08
2024-05,Product_E,5289.86
2024-07,Product_E,9487.58
2024-06,Product_E,2983.92
2024-01,Product_C,9336.53
2024-05,Product_A,9153.57
2024-01,Product_B,5120.96
2024-08,Product_E,1363.88
2024-03,Product_A,8060.81
2024-07,Product_E,8655.48
2024-04,Product_A,8469.16
2024-07,Product_D,2295.31
2024-04,Product_A,7171.2
2024-06,Product_B,5656.82
2024-02,Product_E,9998.62
2024-02,Product_C,1889.7
2024-01,Product_D,8349.54
2024-05,Product_A,9162.23
2024-03,Product_A,2169.94
2024-08,Product_C,7485.59
2024-08,Product_C,5151.4
2024-02,Product_B,6571.88
2024-04,Product_A,1838.59
2024-05,Product_B,7791.3
2024-03,Product_C,7721.27
2024-03,Product_B,4141.49
2024-08,Product_C,7437.26
2024-09,Product_C,2237.42
2024-01,Product_C,6970.63
2024-04,Product_C,2724.92
2024-09,Product_A,8913.34
2024-06,Product_E,3833.25
2024-07,Product_D,8506.68
2024-02,Product_C,7567.14
2024-01,Product_B,2492.8
2024-02,Product_B,5615.11
2024-08,Product_E,5179.18
2024-05,Product_E,5185.67
2024-04,Product_A,8223.82
2024-05,Product_E,4866.51
2024-06,Product_E,7321.45
2024-08,Product_C,5780.1
2024-07,Product_B,6031.9
2024-07,Product_D,3387.2
2024-02,Product_C,4802.15
2024-05,Product_B,8808.38
2024-04,Product_E,9827.81
2024-04,Product_D,8330.5
2024-03,Product_C,9190.5
2024-07,Product_C,2784.05
2024-07,Product_E,6509.19
2024-03,Product_E,2475.23
2024-06,Product_B,4961.26
2024-02,Product_B,4288.84
2024-01,Product_B,5273.48
2024-07,Product_B,9714.11
2024-08,Product_D,2663.89
2024-07,Product_E,7682.5
2024-07,Product_B,5431.97
2024-08,Product_C,8504.83
2024-04,Product_A,6031.3
2024-02,Product_A,2010.19
2024-01,Product_A,6776.84
2024-06,Product_C,7201.61
2024-01,Product_C,3500.23
2024-05,Product_D,8173.34
2024-05,Product_E,1920.47
2024-02,Product_B,4965.52
2024-06,Product_B,3088.52
2024-02,Product_C,6032.2
2024-04,Product_B,6163.53
2024-08,Product_D,9054.13
2024-06,Product_B,8493.47
2024-08,Product_B,3361.22
2024-04,Product_B,4734.14
2024-04,Product_D,7803.12
2024-08,Product_B,8588.32
2024-03,Product_B,3442.27
2024-08,Product_C,3554.01
2024-02,Product_C,2570.99
2024-03,Product_B,6053.51
2024-05,Product_D,7800.33
2024-08,Product_E,2249.84
2024-05,Product_D,1830.59
2024-02,Product_D,3897.83
2024-08,Product_E,7607.35
2024-04,Product_E,6118.05
2024-08,Product_C,1627.61
2024-07,Product_B,6103.88
2024-02,Product_E,6672.87
2024-03,Product_B,3523.79
2024-08,Product_A,5588.33
2024-03,Product_B,7514.61
2024-04,Product_E,4754.06
2024-02,Product_B,4030.54
2024-04,Product_E,5134.87
2024-07,Product_C,5662.97
2024-07,Product_C,8214.15
2024-04,Product_B,2113.92
2024-05,Product_D,9163.58
2024-08,Product_C,3799.73
2024-04,Product_A,7152.38
2024-01,Product_C,6453.21
2024-08,Product_B,1508.79
2024-03,Product_C,5167.48
2024-07,Product_D,5798.36
2024-02,Product_E,9717.82
2024-05,Product_D,7796.71
2024-06,Product_E,3776.43
2024-04,Product_B,8963.17
2024-05,Product_C,9350.79
2024-06,Product_E,9769.95
2024-01,Product_A,9699.41
2024-04,Product_C,6888.96
2024-01,Product_D,5051.6
2024-04,Product_A,1438.34
2024-07,Product_B,9810.23
2024-08,Product_A,8069.13
2024-04,Product_D,1945.68
2024-08,Product_D,8552.26
2024-08,Product_D,8702.24
2024-06,Product_A,3532.19
2024-06,Product_E,5095.63
2024-07,Product_C,6786.76
2024-01,Product_B,5508.72
2024-01,Product_E,6289.42
2024-06,Product_B,7680.33
2024-04,Product_E,6664.1
2024-01,Product_A,6764.77
2024-04,Product_D,6871.05
2024-01,Product_E,3113.82
2024-08,Product_A,5332.12
2024-08,Product_A,1970.21
2024-02,Product_D,9495.93
2024-05,Product_D,4671.48
2024-07,Product_A,5458.84
2024-07,Product_A,3646.72
2024-05,Product_D,9084.14
2024-07,Product_C,3493.42
2024-07,Product_E,3232.89
2024-07,Product_B,2598.3
2024-04,Product_C,4453.96
2024-05,Product_C,9701.27
2024-08,Product_B,9440.12
2024-03,Product_B,7081.37
2024-05,Product_A,7883.01
2024-06,Product_E,6377.77
2024-08,Product_D,1467.69
2024-03,Product_E,5720.83
2024-05,Product_E,4472.98
2024-07,Product_E,9130.21
2024-01,Product_A,8747.43
2024-06,Product_A,8057.83
2024-04,Product_C,6568.45
2024-03,Product_E,3812.36
2024-04,Product_E,5176.94
2024-02,Product_B,8080.88
2024-02,Product_D,6622.19
2024-05,Product_C,4389.26
2024-01,Product_E,9509.59
2024-04,Product_C,9765.26
2024-01,Product_B,1208.61
2024-04,Product_D,6352.64
2024-01,Product_D,2005.97
2024-04,Product_D,2666.79
2024-05,Product_A,3225.15
2024-08,Product_D,5266.6
2024-02,Product_E,2713.65
2024-02,Product_E,4206.92
2024-01,Product_C,2714.14
2024-04,Product_B,1529.27
2024-01,Product_C,6020.96
2024-08,Product_E,3138.14
2024-04,Product_D,2569.36
2024-08,Product_B,6509.75
2024-02,Product_E,3271.17
2024-05,Product_C,2276.66
2024-02,Product_B,3551.6
2024-06,Product_E,7870.89
2024-02,Product_E,8134.1
2024-03,Product_A,2202.98
2024-03,Product_D,8918.96
2024-05,Product_D,4568.85
2024-05,Product_A,9048.97
2024-01,Product_B,9030.7
2024-01,Product_E,8263.23
2024-07,Product_C,3315.68
2024-08,Product_A,9949.02
2024-07,Product_E,8435.59
2024-05,Product_B,2389.55
2024-05,Product_A,5962.47
2024-01,Product_E,1106.38
2024-01,Product_E,7245.1
2024-04,Product_A,8393.07
2024-08,Product_B,1059.21
2024-05,Product_C,4866.45
2024-06,Product_A,3760.08
2024-07,Product_C,1414.34
2024-08,Product_C,1229.04
2024-02,Product_D,1768.43
2024-06,Product_A,2280.96
2024-08,Product_D,8606.83
2024-04,Product_C,6336.0
2024-02,Product_B,2456.76
2024-02,Product_E,3558.63
2024-06,Product_A,6279.66
2024-06,Product_B,8028.19
2024-05,Product_E,6902.26
2024-05,Product_A,1322.38
2024-05,Product_B,9306.31
2024-05,Product_E,9834.49
2024-04,Product_D,4082.92
2024-05,Product_E,9015.26
2024-01,Product_C,9997.34
2024-07,Product_A,5857.13
2024-07,Product_A,7037.83
2024-01,Product_A,5589.72
2024-01,Product_A,5166.71
2024-05,Product_E,9210.04
2024-06,Product_E,3139.45
2024-08,Product_D,2756.74
2024-01,Product_C,5604.15
2024-03,Product_C,4727.09
2024-06,Product_E,2394.68
2024-07,Product_D,6341.38
2024-05,Product_C,7064.71
2024-07,Product_C,4520.78
2024-02,Product_D,3444.2
2024-07,Product_B,7957.78
2024-05,Product_B,2594.34
2024-07,Product_E,9986.1
2024-05,Product_D,7852.4
2024-06,Product_A,1536.67
2024-03,Product_A,5567.5
2024-07,Product_B,3637.13
2024-07,Product_B,6300.23
2024-08,Product_E,3819.81
2024-04,Product_D,3947.35
2024-06,Product_E,2807.88
2024-03,Product_E,2873.42
2024-08,Product_E,2736.89
2024-06,Product_B,6871.73
2024-07,Product_B,5182.74
2024-05,Product_A,9057.36
2024-08,Product_E,8738.62
2024-02,Product_B,4455.2
2024-01,Product_D,1071.68
2024-05,Product_E,7488.34
2024-02,Product_C,6806.9
2024-04,Product_C,5308.96
2024-05,Product_E,6223.57
2024-01,Product_C,6305.68
2024-06,Product_B,9424.89
2024-01,Product_C,4259.27
2024-08,Product_C,7015.1
2024-03,Product_C,1687.66
2024-04,Product_A,1861.75
2024-03,Product_C,2807.45
2024-05,Product_E,9696.49
2024-05,Product_C,3721.57
2024-06,Product_B,6570.44
2024-07,Product_C,8292.05
2024-02,Product_D,4943.71
2024-07,Product_B,9362.25
2024-08,Product_C,5898.84
2024-05,Product_C,1049.72
2024-06,Product_B,8006.86
2024-04,Product_C,4067.68
2024-07,Product_A,6932.25
2024-04,Product_C,1406.17
2024-08,Product_D,5501.68
2024-08,Product_B,7319.97
2024-07,Product_E,9808.06
2024-05,Product_A,7809.23
2024-08,Product_C,2732.63
2024-01,Product_B,8164.07
2024-07,Product_B,5977.85
2024-06,Product_C,9412.29
2024-06,Product_A,3050.58
2024-02,Product_B,6110.16
2024-08,Product_E,7345.51
2024-07,Product_A,2349.83
2024-03,Product_E,6568.12
2024-08,Product_E,2775.34
2024-06,Product_C,1217.53
2024-03,Product_C,6309.6
2024-02,Product_D,1101.3
2024-01,Product_E,8810.81
2024-07,Product_D,7850.82
2024-06,Product_A,3943.17
2024-01,Product_C,4075.66
2024-04,Product_D,5388.26
2024-06,Product_E,3175.44
2024-07,Product_D,7877.48
2024-03,Product_A,2537.19
2024-05,Product_A,5104.95
2024-07,Product_D,6342.9
2024-04,Product_C,5040.41
2024-02,Product_A,5672.58
2024-05,Product_C,2999.3
2024-08,Product_A,3703.57
2024-07,Product_D,6564.03
2024-05,Product_D,5534.42
2024-07,Product_C,1739.69
2024-06,Product_A,9136.34
2024-08,Product_D,8789.86
2024-04,Product_E,8273.36
2024-07,Product_E,4163.6
2024-05,Product_D,3945.91
2024-06,Product_C,6978.55
2024-04,Product_B,4517.57
2024-04,Product_B,9688.27
2024-05,Product_B,6327.97
2024-05,Product_E,8185.63
2024-07,Product_E,9908.49
2024-07,Product_B,9455.91
2024-07,Product_C,8335.52
2024-02,Product_B,4534.88
2024-07,Product_E,2850.08
2024-03,Product_A,3574.58
2024-05,Product_D,4511.29
2024-02,Product_A,3929.15
2024-06,Product_A,6845.76
2024-01,Product_C,9190.35
2024-01,Product_B,9969.01
2024-01,Product_A,3462.69
2024-03,Product_B,1629.63
2024-02,Product_D,1841.63
2024-08,Product_D,8015.65
2024-07,Product_B,3498.62
2024-06,Product_B,7826.25
2024-02,Product_D,7172.35
2024-06,Product_A,7946.81
2024-08,Product_A,7042.82
2024-01,Product_C,2933.69
2024-05,Product_A,5969.02
2024-07,Product_B,6159.94
2024-01,Product_D,8993.0
2024-03,Product_B,4783.41
2024-01,Product_C,9737.49
2024-08,Product_D,5044.79
2024-07,Product_C,3465.57
2024-07,Product_D,9530.6
2024-03,Product_E,6907.22
2024-04,Product_B,4382.58
2024-03,Product_C,3018.76
2024-03,Product_D,9813.18
2024-02,Product_D,1526.02
2024-02,Product_E,2924.38
2024-03,Product_B,3923.68
2024-08,Product_A,4182.65
2024-07,Product_D,8313.67
2024-02,Product_B,2379.99
2024-02,Product_C,4856.48
2024-05,Product_B,8490.19
2024-07,Product_B,4061.72
2024-08,Product_C,7154.71
2024-06,Product_E,7113.66
2024-04,Product_A,8737.59
2024-02,Product_E,1613.06
2024-03,Product_B,2877.64
2024-08,Product_A,6343.95
2024-07,Product_D,4798.99
2024-05,Product_D,6241.06
2024-05,Product_C,5637.67
2024-03,Product_B,6966.39
2024-06,Product_A,7439.84
2024-06,Product_A,8964.02
2024-06,Product_C,8381.54
2024-01,Product_A,5738.78
2024-08,Product_E,6049.7
2024-04,Product_A,3254.66
2024-04,Product_C,6961.79
2024-07,Product_A,5359.4
2024-08,Product_D,3501.98
2024-03,Product_A,4366.53
2024-01,Product_A,1245.68
2024-03,Product_A,9340.82
2024-02,Product_A,8040.26
2024-06,Product_C,2996.16
2024-02,Product_A,6050.64
2024-08,Product_B,4201.44
2024-01,Product_B,1049.94
2024-01,Product_E,8475.03
2024-07,Product_E,9077.58
2024-03,Product_D,5787.84
2024-01,Product_D,1836.67
2024-03,Product_B,9194.04
2024-07,Product_A,6256.21
2024-08,Product_A,9401.83
2024-04,Product_A,2298.49
2024-01,Product_B,8702.77
2024-07,Product_D,6607.3
2024-08,Product_A,1682.11
2024-07,Product_A,1851.55
2024-05,Product_B,5926.58
2024-07,Product_E,3690.96
2024-08,Product_D,1374.28
2024-05,Product_A,7053.63
2024-08,Product_D,1137.96
2024-02,Product_C,6197.17
2024-04,Product_A,8816.18
2024-06,Product_D,6084.99
2024-01,Product_B,9101.41
2024-02,Product_D,6605.95
2024-04,Product_B,1044.63
2024-05,Product_C,1827.2
2024-02,Product_A,3789.99
2024-08,Product_B,5688.57
2024-07,Product_A,5143.82
2024-06,Product_D,1529.03
2024-06,Product_E,6466.98
2024-04,Product_D,4064.91
2024-07,Product_E,4532.96
2024-02,Product_E,8741.02
2024-05,Product_B,5977.56
2024-09,Product_A,7641.48
2024-07,Product_D,5027.31
2024-07,Product_E,8722.9
2024-05,Product_C,8723.15
2024-04,Product_B,2694.39
2024-07,Product_B,9765.92
2024-03,Product_A,1710.92
2024-07,Product_D,3991.97
2024-03,Product_C,7879.35
2024-08,Product_A,5079.4
2024-01,Product_C,9213.05
2024-02,Product_E,9214.87
2024-06,Product_A,9403.96
2024-07,Product_E,5402.8
2024-05,Product_E,8735.51
2024-06,Product_B,1859.52
2024-04,Product_D,5553.22
2024-01,Product_B,2565.85
2024-01,Product_C,7333.48
2024-07,Product_B,7454.35
2024-03,Product_E,9749.63
2024-03,Product_C,9999.03
2024-05,Product_B,2722.46
2024-02,Product_E,9526.48
2024-05,Product_B,4943.33
2024-02,Product_E,2588.92
2024-07,Product_E,8284.54
2024-07,Product_B,3965.91
2024-06,Product_C,1215.32
2024-01,Product_D,9572.44
2024-03,Product_C,9418.19
2024-05,Product_D,9599.52
2024-08,Product_E,6453.33
2024-01,Product_E,2653.29
2024-06,Product_C,6083.96
2024-01,Product_C,4413.09
2024-03,Product_A,3112.32
2024-03,Product_D,7252.97
2024-03,Product_E,6449.8
2024-07,Product_A,5471.24
2024-04,Product_A,8010.93
2024-08,Product_E,6259.24
2024-03,Product_D,6810.56
2024-08,Product_D,6901.42
2024-01,Product_B,4074.63
2024-03,Product_B,8999.6
2024-01,Product_A,3148.95
2024-06,Product_B,5289.97
2024-07,Product_B,5882.46
2024-03,Product_D,9049.47
2024-05,Product_C,8279.39
2024-08,Product_D,7061.06
2024-03,Product_A,4350.31
2024-05,Product_D,7961.58
2024-06,Product_B,7002.18
2024-07,Product_A,2594.29
2024-02,Product_E,9199.79
2024-06,Product_C,2908.35
2024-03,Product_B,6217.89
2024-05,Product_E,6603.28
2024-07,Product_E,7986.55
2024-01,Product_C,4433.34
2024-01,Product_A,7083.34
2024-01,Product_B,8850.25
2024-08,Product_A,4093.93
2024-08,Product_A,6857.83
2024-08,Product_A,3279.36
2024-04,Product_B,8644.61
2024-01,Product_E,7615.92
2024-02,Product_E,8495.31
2024-06,Product_C,7807.59
2024-04,Product_E,4842.55
2024-05,Product_C,1821.94
2024-04,Product_D,1092.45
2024-03,Product_D,6592.93
2024-03,Product_E,3919.87
2024-01,Product_D,9157.83
2024-07,Product_C,5139.81
2024-05,Product_C,9840.46
2024-08,Product_D,9766.86
2024-07,Product_C,1485.3
2024-01,Product_D,8063.4
2024-06,Product_A,8610.94
2024-02,Product_C,7329.08
2024-06,Product_C,3036.03
2024-06,Product_A,7246.48
2024-01,Product_B,7732.08
2024-06,Product_E,6107.45
2024-06,Product_D,7291.13
2024-02,Product_A,5594.55
2024-01,Product_C,8776.28
2024-06,Product_D,2850.77
2024-07,Product_D,4240.4
2024-01,Product_E,3608.02
2024-08,Product_D,9208.39
2024-01,Product_D,5725.06
2024-03,Product_A,8869.16
2024-08,Product_C,6508.59
2024-02,Product_D,6522.99
2024-05,Product_C,2761.56
2024-07,Product_E,5590.47
2024-04,Product_B,9608.51
2024-06,Product_C,6984.79
2024-08,Product_C,3455.4
2024-01,Product_A,2674.69
2024-01,Product_C,8191.84
2024-03,Product_A,8449.37
2024-08,Product_E,1942.33
2024-05,Product_C,4932.47
2024-01,Product_B,9368.98
2024-01,Product_A,2063.25
2024-05,Product_E,4561.31
2024-07,Product_A,7427.01
2024-02,Product_A,9350.28
2024-02,Product_C,5557.79
2024-05,Product_A,2030.84
2024-05,Product_B,9018.73
2024-06,Product_E,3531.92
